hall,date,meal,food_name,serving_size,calories,total_fat,saturated_fat,carbs,protein,label_url
south,12/1/2025,Dinner,Lime Red Onion Lentils,3 oz,117,0.4g,0g,20.5g,8.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100370*3
south,12/1/2025,Dinner,Red Beans,1 OZ,50,0.3g,0g,8g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090290*1
south,12/1/2025,Dinner,Sliced Jalapeno Peppers,1 oz,4,0g,0g,0.8g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220067*1
south,12/1/2025,Dinner,Sticky Rice,3 oz,113,0.2g,0g,24.8g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145126*3
south,12/1/2025,Dinner,Tomatoes Diced,1 oz,2,0g,,0.4g,0.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090262*1
south,12/1/2025,Dinner,Vegan Chipotle Mayonnaise,1 oz,96,11.5g,0g,2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220103*1
south,12/1/2025,Dinner,Vegan Edamame Hummus,2 oz,119,9.2g,0.7g,5.5g,5.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090379*2
south,12/1/2025,Dinner,Vegan Mayonnaise,1 oz,101,12.2g,0g,2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220102*1
south,12/1/2025,Dinner,Vegan Cheesecake New York,1 each,43,4.3g,2g,4.3g,0.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100926*1
south,12/1/2025,Dinner,Vegan Chocolate Cheesecake,,,,,,,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100928*1
south,12/1/2025,Dinner,Vegan Key Lime Cheesecake,1 each,179,11.9g,8.2g,17.9g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100927*1
south,12/1/2025,Dinner,Vegan Strawberry Cheesecake,1 each,179,11.6g,8.2g,17.9g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100929*1
south,12/1/2025,Dinner,Basil Fried Rice,4 oz,171,2.6g,0.7g,32.9g,4.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145218*4
south,12/1/2025,Dinner,Blistered Shishito Pepperes,1 oz,24,1.8g,0.1g,1.4g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151289*1
south,12/1/2025,Dinner,Chinese Tomato Egg Stir Fry,3 oz,150,12.3g,1.8g,4g,5.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151015*3
south,12/1/2025,Dinner,Chow Mein Noodles,1 oz,132,6.1g,0.5g,18.2g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220191*1
south,12/1/2025,Dinner,Crispy Chili Oil,1 oz,314,34g,2.6g,4.5g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220193*1
south,12/1/2025,Dinner,Crispy Scallions,1 oz,9,0g,0g,2.1g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151291*1
south,12/1/2025,Dinner,Fried Wonton Strips,1 oz,82,0.4g,0.1g,16.8g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220192*1
south,12/1/2025,Dinner,"Garlic Ginger Green Beans, Red Pepper & Mushrooms",3 oz,33,0.8g,0.1g,5.7g,1.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150923*3
south,12/1/2025,Dinner,Japchae Korean Glass Noodle Stir Fry,4 oz,245,6.5g,0.8g,43.1g,4.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115611*4
south,12/1/2025,Dinner,Korean BBQ Chicken,4 oz,226,12.1g,1.5g,9.8g,19g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080284*4
south,12/1/2025,Dinner,Spicy Mushroom Stir Fry,3 oz,127,11.1g,0.8g,4.6g,3.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100982*3
south,12/1/2025,Dinner,Steamed Edamame Pods,3 oz,6,0g,0g,1.8g,0.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151290*3
south,12/1/2025,Dinner,Asian Beef Mongolian Grill,4 oz,243,15.9g,6.8g,0g,22.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050181*4
south,12/1/2025,Dinner,Asian Chicken Mongolian Grill,4 oz,125,1.4g,0.4g,0g,26.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080286*4
south,12/1/2025,Dinner,Asian Shrimp Mongolian Grill,4 oz,83,0.9g,0.2g,0g,17.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090173*4
south,12/1/2025,Dinner,Baby Corn,1 oz,23,0.3g,0g,5.3g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903350*1
south,12/1/2025,Dinner,Chopped Basil,1 oz,7,0g,0g,0.7g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903345*1
south,12/1/2025,Dinner,Chopped Cilantro,1 oz,1,0g,0g,0.2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220068*1
south,12/1/2025,Dinner,Chopped Garlic,1 oz,42,0.1g,0g,9.4g,1.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903347*1
south,12/1/2025,Dinner,Chopped Ginger,1 oz,98,1.7g,0.6g,20.1g,2.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903348*1
south,12/1/2025,Dinner,Cooked Lo Mein,3 OZ,94,1g,0.2g,17.8g,3.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115188*3
south,12/1/2025,Dinner,General Tso's Sauce,1 oz,56,0g,0g,12.8g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220156*1
south,12/1/2025,Dinner,Green Beans,1 oz,7,0g,0g,1.8g,0.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903351*1
south,12/1/2025,Dinner,Orange Sauce,1 oz,91,7g,0.9g,10.8g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220155*1
south,12/1/2025,Dinner,Pad Thai Noodle Mongolian Grill,4 oz,405,0g,0g,93.2g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115250*4
south,12/1/2025,Dinner,Sauce Plum (RTU),1 oz,75,0g,0g,19.6g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220167*1
south,12/1/2025,Dinner,Shredded Cabbage,1 oz,7,0g,0g,1.6g,0.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903349*1
south,12/1/2025,Dinner,Stir Fry Sauce (RTU),1 oz,32,1.4g,0g,3.7g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220169*1
south,12/1/2025,Dinner,Sugar Snap Peas,1 oz,16,0g,0g,3.1g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903344*1
south,12/1/2025,Dinner,Sweet Sour Sauce (RTU),1 oz,71,0.9g,0g,14.2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220165*1
south,12/1/2025,Dinner,Teriyaki Sauce,1 oz,39,0.9g,0g,6.9g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220157*1
south,12/1/2025,Dinner,Water Chestnuts,1 OZ,9,0g,0g,2.2g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903346*1
south,12/1/2025,Dinner,Cheeseburger with American Cheese,1 each,283,22.8g,9.7g,0.5g,18.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126301*1
south,12/1/2025,Dinner,Grilled Chicken Teryaki Thigh,1 each,134,5.6g,1.6g,1.8g,20.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126659*1
south,12/1/2025,Dinner,Grilled Smoked Polish Sausage,4 oz,263,21.3g,9.1g,1g,16.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060180*4
south,12/1/2025,Dinner,Balsamic Glaze,1 oz,57,0g,0g,13.2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220106*1
south,12/1/2025,Dinner,Fresh Mozzarella,2 oz,183,12.1g,7.7g,2.3g,15.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220154*2
south,12/1/2025,Dinner,Parmesan Garlic Bread,1 each,174,8.7g,5.1g,21.3g,4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117083*1
south,12/1/2025,Dinner,Tomato Basil Bruschetta,2 oz,42,4.4g,0.6g,1.4g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151272*2
south,12/1/2025,Dinner,Grilled Moroccan Wild Blue Catfish,4 oz,154,7.7g,0.2g,2.4g,21.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090117*4
south,12/1/2025,Dinner,Lentil Sweet Potato Enchiladas Casserole,4 oz,229,7.3g,3.4g,29.7g,11.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150916*4
south,12/1/2025,Dinner,Massaman Curry Chicken,4 oz,82,1.7g,0.7g,9.7g,7.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050160*4
south,12/1/2025,Dinner,Brick Oven Roasted Garlic Thyme Roma Tomato,3 OZ,21,0.2g,0.1g,6.2g,1.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151157*3
south,12/1/2025,Dinner,Cracked Black Pepper an Garlic Roasted Parsnips,3 OZ,70,0.3g,0.1g,16.7g,1.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151143*3
south,12/1/2025,Dinner,Jerk Spice Roasted Yukon Gold Potatoes,3 oz,77,0.9g,0.1g,14.9g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141112*3
south,12/1/2025,Dinner,Parmesan Peppercorn Iceberg Salad,3 oz,121,10.7g,2g,5.1g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903341*3
south,12/1/2025,Dinner,Parmesan Tomatoes and Button Mushrooms,3 oz,72,4.7g,1.9g,2.9g,5.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150917*3
south,12/1/2025,Dinner,Rajam Curried Kidney Beans,3 oz,59,0.9g,0.1g,10.4g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150860*3
south,12/1/2025,Dinner,Alfredo Sauce,2 oz,111,9.4g,5.9g,4.1g,2.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135116*2
south,12/1/2025,Dinner,Diced Chicken,3 oz,101,2.5g,0g,0g,20.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080179*3
south,12/1/2025,Dinner,Italian Sausage Balls,3 oz,284,25.4g,7.5g,4.5g,11.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=902300*3
south,12/1/2025,Dinner,Meatball no sauce,3 each,262,19.1g,6g,8g,18.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050164*3
south,12/1/2025,Dinner,Pesto Sauce,2 oz,199,21.3g,2.1g,0.7g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135157*2
south,12/1/2025,Dinner,Roasted Garlic Basil Marinara Sauce,1 oz,16,0.7g,0g,1.8g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135114*1
south,12/1/2025,Dinner,Southwestern Chipotle Pesto,2 oz,272,28.6g,2.2g,4.5g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135158*2
south,12/1/2025,Dinner,Spinach,1 oz,7,0.1g,0g,1g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090201*1
south,12/1/2025,Dinner,Sundried Tomato Pesto,2 oz,272,27.1g,2.5g,4.5g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135159*2
south,12/1/2025,Dinner,Tofu,3 oz,122,7.3g,0.9g,2.8g,14g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100312*3
south,12/1/2025,Dinner,"6"" Flour Tortilla",1 each,90,2g,1g,15g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220073*1
south,12/1/2025,Dinner,Borracho Beans Frijoles Borrachos,3 OZ,81,3g,1g,9.3g,4.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151082*3
south,12/1/2025,Dinner,CIlantro,1 oz,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=529018*1
south,12/1/2025,Dinner,Chorizo Verde Taco,1 each,264,20.8g,7.4g,10g,11.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126635*1
south,12/1/2025,Dinner,Cotija Cheese,1 oz,101,8.1g,5.1g,0g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220137*1
south,12/1/2025,Dinner,Crispy Potato Artichoke Verde Taco,1 each,103,2.8g,0.4g,17.7g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126636*1
south,12/1/2025,Dinner,Limes,1 oz,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=529005*1
south,12/1/2025,Dinner,Peruvian Arrocito,4 oz,348,4.9g,0.2g,66.9g,8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145215*4
south,12/1/2025,Dinner,Pico de Gallo,1 OZ,7,0.1g,0g,1.5g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135031*1
south,12/1/2025,Dinner,"Red Onion Diced 1/2""",1 oz,11,0g,0g,2.6g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090492*1
south,12/1/2025,Dinner,Taco Shell,1 each,52,2.9g,1.3g,6.1g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220074*1
south,12/1/2025,Dinner,Tortilla Chip,2 oz,162,2g,0g,32.4g,4.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141117*2
south,12/1/2025,Dinner,Grilled Chimichuri Pork (purple),1 each,318,23.2g,4.5g,3g,23.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060089*1
south,12/1/2025,Dinner,Arroz Amarillo (Spanish Yellow Rice),3 oz,269,0.2g,0g,58.2g,6.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145235*3
south,12/1/2025,Dinner,Chimichuri Sauce (purple),1 oz,128,13.2g,1g,3g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135205*1
south,12/1/2025,Dinner,"Roasted Corn, Black Beans and Tomatoes",3 oz,72,1.5g,0.1g,12.4g,2.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150363*3
south,12/1/2025,Dinner,Roasted Vegetable Medley,3 oz,36,1.3g,0.1g,6.1g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151370*3
south,12/1/2025,Dinner,Vegan Mushroom Chili Mac,4 oz,111,4.8g,1.3g,13.8g,4.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100915*4
south,12/1/2025,Dinner,Roasted Carrots and Green Peppers,3 oz,33,0.7g,0.1g,6.1g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150343*3
