hall,date,meal,food_name,serving_size,calories,total_fat,saturated_fat,carbs,protein,label_url
south,12/1/2025,Breakfast,Cracked Black Pepper an Garlic Roasted Parsnips,3 OZ,70,0.3g,0.1g,16.7g,1.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151143*3
south,12/1/2025,Breakfast,Jerk Spice Roasted Yukon Gold Potatoes,3 oz,77,0.9g,0.1g,14.9g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141112*3
south,12/1/2025,Breakfast,Parmesan Peppercorn Iceberg Salad,3 oz,121,10.7g,2g,5.1g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903341*3
south,12/1/2025,Breakfast,Parmesan Tomatoes and Button Mushrooms,3 oz,72,4.7g,1.9g,2.9g,5.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150917*3
south,12/1/2025,Breakfast,Rajam Curried Kidney Beans,3 oz,59,0.9g,0.1g,10.4g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150860*3
south,12/1/2025,Breakfast,Alfredo Sauce,2 oz,111,9.4g,5.9g,4.1g,2.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135116*2
south,12/1/2025,Breakfast,Diced Chicken,3 oz,101,2.5g,0g,0g,20.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080179*3
south,12/1/2025,Breakfast,Italian Sausage Balls,3 oz,284,25.4g,7.5g,4.5g,11.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=902300*3
south,12/1/2025,Breakfast,Meatball no sauce,3 each,262,19.1g,6g,8g,18.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050164*3
south,12/1/2025,Breakfast,Pesto Sauce,2 oz,199,21.3g,2.1g,0.7g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135157*2
south,12/1/2025,Breakfast,Roasted Garlic Basil Marinara Sauce,1 oz,16,0.7g,0g,1.8g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135114*1
south,12/1/2025,Breakfast,Southwestern Chipotle Pesto,2 oz,272,28.6g,2.2g,4.5g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135158*2
south,12/1/2025,Breakfast,Spinach,1 oz,7,0.1g,0g,1g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090201*1
south,12/1/2025,Breakfast,Sundried Tomato Pesto,2 oz,272,27.1g,2.5g,4.5g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135159*2
south,12/1/2025,Breakfast,Tofu,3 oz,122,7.3g,0.9g,2.8g,14g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100312*3
south,12/1/2025,Breakfast,"6"" Flour Tortilla",1 each,90,2g,1g,15g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220073*1
south,12/1/2025,Breakfast,Borracho Beans Frijoles Borrachos,3 OZ,81,3g,1g,9.3g,4.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151082*3
south,12/1/2025,Breakfast,CIlantro,1 oz,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=529018*1
south,12/1/2025,Breakfast,Chorizo Verde Taco,1 each,264,20.8g,7.4g,10g,11.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126635*1
south,12/1/2025,Breakfast,Cotija Cheese,1 oz,101,8.1g,5.1g,0g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220137*1
south,12/1/2025,Breakfast,Crispy Potato Artichoke Verde Taco,1 each,103,2.8g,0.4g,17.7g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126636*1
south,12/1/2025,Breakfast,Limes,1 oz,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=529005*1
south,12/1/2025,Breakfast,Peruvian Arrocito,4 oz,348,4.9g,0.2g,66.9g,8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145215*4
south,12/1/2025,Breakfast,Pico de Gallo,1 OZ,7,0.1g,0g,1.5g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135031*1
south,12/1/2025,Breakfast,"Red Onion Diced 1/2""",1 oz,11,0g,0g,2.6g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090492*1
south,12/1/2025,Breakfast,Taco Shell,1 each,52,2.9g,1.3g,6.1g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220074*1
south,12/1/2025,Breakfast,Tortilla Chip,2 oz,162,2g,0g,32.4g,4.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141117*2
south,12/1/2025,Breakfast,Grilled Chimichuri Pork (purple),1 each,318,23.2g,4.5g,3g,23.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060089*1
south,12/1/2025,Breakfast,Arroz Amarillo (Spanish Yellow Rice),3 oz,269,0.2g,0g,58.2g,6.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145235*3
south,12/1/2025,Breakfast,Chimichuri Sauce (purple),1 oz,128,13.2g,1g,3g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135205*1
south,12/1/2025,Breakfast,"Roasted Corn, Black Beans and Tomatoes",3 oz,72,1.5g,0.1g,12.4g,2.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150363*3
south,12/1/2025,Breakfast,Roasted Vegetable Medley,3 oz,36,1.3g,0.1g,6.1g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151370*3
south,12/1/2025,Breakfast,Vegan Mushroom Chili Mac,4 oz,111,4.8g,1.3g,13.8g,4.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100915*4
south,12/1/2025,Breakfast,Roasted Carrots and Green Peppers,3 oz,33,0.7g,0.1g,6.1g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150343*3
south,12/1/2025,Lunch,French Toast,1 ea,251,10.5g,4.1g,26g,10.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119370*1
south,12/1/2025,Lunch,Sausage Patty,1 EACH,172,15g,4.9g,0g,8.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060022*1
south,12/1/2025,Lunch,Apple Filling,3 oz,80,0g,0g,20g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090432*3
south,12/1/2025,Lunch,Butter,1 oz,203,22.3g,14.2g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220065*1
south,12/1/2025,Lunch,Cherry Filling,1 oz,33,0g,0g,8.7g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102012*1
south,12/1/2025,Lunch,Hash Browns Rounds,1 each,792,50.4g,3.6g,108g,7.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141142*1
south,12/1/2025,Lunch,Maple Syrup,1 oz,58,0g,0g,15g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119363*1
south,12/1/2025,Lunch,Margarine,1 oz,203,22.3g,10.1g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220066*1
south,12/1/2025,Lunch,Vegan Breakfast Sausage,1 EACH,70,3.5g,0g,3g,6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100980*1
south,12/1/2025,Lunch,Vegan Pancake Gluten Free,1 each,128,3g,0.2g,22.6g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100208*1
south,12/1/2025,Lunch,Vegetable Tofu Quiche,6 oz,147,4.8g,0.2g,19.5g,11.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100394*6
south,12/1/2025,Lunch,Banana Farro Oatmeal Pudding,4 oz,130,5.1g,0.4g,19.7g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100976*4
south,12/1/2025,Lunch,Cajun Roasted Breakfast Potatoes w/ Peppers & Onions,4 oz,73,0.6g,0.1g,15.5g,1.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100386*4
south,12/1/2025,Lunch,Vegan Cream Cheese,1 oz,76,6.6g,4.3g,3.8g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100322*1
south,12/1/2025,Lunch,Vegan Sour Cream,1 oz,40,3g,0g,3g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100321*1
south,12/1/2025,Lunch,Vegan Vanilla Soy-Free Yogurt,4 oz,106,2.6g,0g,15.9g,4.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100213*4
south,12/1/2025,Lunch,Hard Boiled Egg (Breakfast),1 each,79,5.7g,1.7g,0g,6.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=040066*1
south,12/1/2025,Lunch,Over Hard Fried Eggs,1 ea,90,6.8g,1.8g,0g,6.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=040063*1
south,12/1/2025,Lunch,Scrambled Cheesy Cheddar Egg,4 oz,215,15.5g,4.7g,1.2g,16.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=040065*4
south,12/1/2025,Lunch,Scrambled Egg Whites,4 oz,72,1.8g,0.1g,1.1g,12.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=040067*4
south,12/1/2025,Lunch,Scrambled Eggs,4 oz,192,13.7g,3.6g,1.2g,15g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=040060*4
south,12/1/2025,Lunch,American Cheese Sliced,1 each,56,4.6g,2.5g,0.5g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220082*1
south,12/1/2025,Lunch,Biscuit,1 ea,272,12.1g,8.1g,34.3g,6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119367*1
south,12/1/2025,Lunch,Cheddar Cheese Sliced,1 each,54,4.7g,2.7g,0g,3.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220085*1
south,12/1/2025,Lunch,Texas Vegetable Hash,3 oz,47,0.9g,0g,8g,2.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150966*3
south,12/1/2025,Lunch,Blackberries,2 oz,24,0.3g,0g,5.5g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090314*2
south,12/1/2025,Lunch,Blueberry Yogurt,3 oz,68,0g,0g,14.3g,2.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090382*3
south,12/1/2025,Lunch,Cantaloupe,2 oz,46,0g,0g,11g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090217*2
south,12/1/2025,Lunch,Cereal Granola,5 oz,194,2.4g,0g,41.7g,3.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090302*5
south,12/1/2025,Lunch,Chicken Congee,4 oz,222,6g,0.6g,36.9g,8.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100219*4
south,12/1/2025,Lunch,Chopped Green Onions,1 oz,9,0g,0g,2.1g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220069*1
south,12/1/2025,Lunch,Cottage Cheese,2 oz,40,0.5g,0.3g,3g,5.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090263*2
south,12/1/2025,Lunch,Cubed Bread,1 oz,71,0g,0g,15.2g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019406*1
south,12/1/2025,Lunch,Fresh Blueberry,2 oz,52,0g,0g,12.3g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090324*2
south,12/1/2025,Lunch,Fresh Strawberry,2 oz,9,0g,0g,1.9g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090323*2
south,12/1/2025,Lunch,Fried Shallot,1 oz,18,0g,0g,4.2g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220109*1
south,12/1/2025,Lunch,Grapes,2 oz,39,0.1g,0g,10g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090216*2
south,12/1/2025,Lunch,Grits,3 oz,60,0.2g,0g,13.5g,1.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090326*3
south,12/1/2025,Lunch,Kimchi,1 oz,17,0.3g,0g,3.2g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100218*1
south,12/1/2025,Lunch,Lite Soy Sauce,1 oz,20,0g,0g,2g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220115*1
south,12/1/2025,Lunch,Oatmeal,3 oz,340,6.8g,1.1g,61.2g,11.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090327*3
south,12/1/2025,Lunch,Peaches in syrup,2 oz,31,0g,0g,8.3g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090212*2
south,12/1/2025,Lunch,Pears in syrup,2 oz,28,0g,0g,7.3g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090213*2
south,12/1/2025,Lunch,Pineapple,2 oz,40,0.1g,0g,10.5g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090215*2
south,12/1/2025,Lunch,Raspberries,2 oz,27,0.3g,0g,6.2g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090308*2
south,12/1/2025,Lunch,Roasted Corn,3 oz,126,1.5g,0g,26.4g,3.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150350*3
south,12/1/2025,Lunch,Sliced Lemons,1 each,3,0g,0g,1.2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220070*1
south,12/1/2025,Lunch,Special K Berry,5 oz,503,0g,0g,123.5g,9.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090319*5
south,12/1/2025,Lunch,Strawberry Yogurt,3 oz,67,0g,0g,14.2g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090299*3
south,12/1/2025,Lunch,Watermelon,2 each,50,0g,0g,13.6g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090214*2
south,12/1/2025,Lunch,Yogurt Plain,3 oz,77,0.8g,0.6g,14.7g,3.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090298*3
south,12/1/2025,Lunch,Cinnamon Scone,1 each,432,22.1g,15.1g,50.2g,8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119375*1
south,12/1/2025,Lunch,Kale Pineapple Blueberry Smoothie,4 oz,56,0.4g,0g,14g,1.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220093*4
south,12/1/2025,Lunch,Mango Banana Yogurt Smoothie,4 oz,87,0.5g,0.3g,18.8g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220086*4
south,12/1/2025,Lunch,Mini Croissant,1 each,123,5.5g,3.7g,14.8g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119374*1
south,12/1/2025,Lunch,Bagels,1 ea,295,1.2g,0.3g,60.5g,10g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119360*1
south,12/1/2025,Lunch,Chocolate Milk,8 oz,188,7.7g,4.8g,23.5g,7.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233006*8
south,12/1/2025,Lunch,Chocolate Pea Milk,8 oz,132,4.7g,0.5g,14.2g,7.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233007*8
south,12/1/2025,Lunch,Cream Cheese Onion and Chive,1 oz,92,8.1g,5.4g,1.4g,8.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090333*1
south,12/1/2025,Lunch,Donuts,1 EACH,138,7.3g,2.4g,17g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119364*1
south,12/1/2025,Lunch,Milk 2%,8 oz,113,4.5g,2.9g,10.6g,7.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233004*8
south,12/1/2025,Lunch,Oatmilk,8 oz,123,4.7g,0.5g,17.9g,1.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233009*8
south,12/1/2025,Lunch,Plain Cream Cheese,1 oz,101,9.1g,6.1g,1g,9.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090331*1
south,12/1/2025,Lunch,Skim Milk,8 oz,76,0g,0g,11.3g,7.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233005*8
south,12/1/2025,Lunch,Strawberry Cream Cheese,1 oz,100,7.3g,4.9g,4.9g,7.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090332*1
south,12/1/2025,Lunch,Strawberry Topping,2 oz,94,0g,0g,20.5g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090329*2
south,12/1/2025,Lunch,Vanilla Soy Milk,8 oz,94,3.8g,0.5g,8.5g,7.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=233008*8
south,12/1/2025,Lunch,Waffle,7 oz,785,47.9g,26.8g,71.9g,16.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090328*7
south,12/1/2025,Lunch,Whipped Cream,1 oz,35,2.4g,2.4g,2.4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090330*1
south,12/1/2025,Lunch,Cheese Sausage Breakfast Bagel Sandwich,1 each,1105,54.1g,18.4g,135.8g,24.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126713*1
south,12/1/2025,Lunch,Pork Sausage Link,1 ea,189,16.9g,4.5g,2g,8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060063*1
south,12/1/2025,Lunch,Vegan Chocolate Chip Pancake (purple),1 each,146,3g,1.5g,27.1g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100212*1
south,12/1/2025,Lunch,Breakfast Potatoes w/ Peppers & Onions,4 oz,69,0.4g,0g,14.9g,1.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141123*4
south,12/1/2025,Lunch,Earth Balance Soy Free Spread,1 oz,203,22.3g,5.1g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220136*1
south,12/1/2025,Lunch,Pancake Syrup,1 each,0,0g,0g,30.6g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220127*1
south,12/1/2025,Lunch,Warm Cinnamon Apples,2 oz,84,0g,0g,21.8g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150300*2
south,12/1/2025,Lunch,Grilled Blackened Chicken Thigh,1 each,165,7.9g,1.9g,1.6g,23.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126719*1
south,12/1/2025,Lunch,Grilled Hot Dog,1 each,168,14.3g,5g,0.4g,9.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126035*1
south,12/1/2025,Lunch,BBQ Sauce,1 oz,56,0g,0g,14g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220112*1
south,12/1/2025,Lunch,Bacon Bits,1 oz,127,8.7g,3.1g,0.5g,12g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090271*1
south,12/1/2025,Lunch,Banana Peppers,1 oz,5,0g,0g,0.9g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220062*1
south,12/1/2025,Lunch,Dijon Mustard,1 oz,30,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220126*1
south,12/1/2025,Lunch,French Fries,4 oz,125,4.7g,2.2g,19.6g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141118*4
south,12/1/2025,Lunch,Grilled Mushrooms,1 oz,16,0.3g,0g,2g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150319*1
south,12/1/2025,Lunch,Grilled Onions,1 oz,13,0.3g,0g,2.4g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150317*1
south,12/1/2025,Lunch,Grilled Peppers,1 `oz,7,0.4g,0g,0.9g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150318*1
south,12/1/2025,Lunch,Guacamole,1 oz,24,2.4g,0.5g,1.4g,0.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220053*1
south,12/1/2025,Lunch,Pico de Gallo,1 oz,7,0.1g,0g,1.5g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220051*1
south,12/1/2025,Lunch,Potato Hamburger Roll,1 each,123,1.9g,0g,22.6g,3.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119388*1
south,12/1/2025,Lunch,Potato Hot Dog Roll,1 each,140,1.5g,0g,27g,4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119387*1
south,12/1/2025,Lunch,Shredded Lettuce,1 oz,5,0g,0g,0.9g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126332*1
south,12/1/2025,Lunch,Sliced Red Onion,1 oz,11,0g,0g,2.6g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090254*1
south,12/1/2025,Lunch,Sliced Tomatoes,2 each,7,0.1g,,1.5g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150314*2
south,12/1/2025,Lunch,Spicy Brown Mustard,1 oz,148,9.1g,0.5g,11g,7.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220110*1
south,12/1/2025,Lunch,Buffalo Chicken Quesadilla,1 each,453,17.5g,7.4g,57.5g,20g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126315*1
south,12/1/2025,Lunch,Cheese Quesadilla,1 each,667,37.6g,22.2g,55.5g,30.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126386*1
south,12/1/2025,Lunch,Grilled Onion Green Pepper Quesadilla,1 each,709,38.5g,23.8g,60.9g,31.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126316*1
south,12/1/2025,Lunch,Brazilian Black Beans,3 OZ,141,9.1g,2.7g,7.7g,8.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151083*3
south,12/1/2025,Lunch,Coconut Cilantro Lime Rice,3 oz,130,1.1g,1g,25.9g,2.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145177*3
south,12/1/2025,Lunch,Fried Plantains,3 oz,153,3g,0.4g,28.9g,1.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150371*3
south,12/1/2025,Lunch,Picante Sauce,1 oz,19,0g,0g,5.6g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220052*1
south,12/1/2025,Lunch,Sour Cream,1 oz,57,4.7g,3.3g,18.9g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220050*1
south,12/1/2025,Lunch,Rotisserie Chicken,1 each,330,23.8g,6.6g,0.5g,27.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080171*1
south,12/1/2025,Lunch,Buttermilk Biscuit,1 each,272,12.1g,8.1g,34.3g,6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019361*1
south,12/1/2025,Lunch,Chef's Fresh Mashed Potatoes,3 oz,207,4.2g,2.7g,36.4g,4.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141110*3
south,12/1/2025,Lunch,Chicken Gravy,1 oz,12,0.2g,0g,2.3g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135104*1
south,12/1/2025,Lunch,Chili Lime Corn,3 oz,123,6.3g,3.2g,14.6g,5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150986*3
south,12/1/2025,Lunch,Collard Green with Smoked Turkey,3 oz,50,0.2g,0g,7.7g,5.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150304*3
south,12/1/2025,Lunch,Cornbread Stuffing,3 oz,70,6.5g,2.9g,2.5g,0.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019362*3
south,12/1/2025,Lunch,Fresh Roasted Carrots,3 oz,45,1.1g,0.1g,7g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150308*3
south,12/1/2025,Lunch,Fresh Steamed Broccoli,3 oz,9,0g,0g,1.5g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150309*3
south,12/1/2025,Lunch,Fresh Steamed Green Beans,3 oz,21,0g,0g,5.3g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150306*3
south,12/1/2025,Lunch,Italian Roasted Brussel Sprouts,3 oz,49,1.4g,0.2g,8.1g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150874*3
south,12/1/2025,Lunch,Maple Roasted Sweet Potatoes,3 oz,121,0.4g,0.1g,28.4g,1.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150311*3
south,12/1/2025,Lunch,Mushroom Masala,3 oz,49,2.2g,1.4g,6g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150992*3
south,12/1/2025,Lunch,White Cheddar Mac and Cheese,4 oz,162,13.3g,7.9g,3.4g,9.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115257*4
south,12/1/2025,Lunch,Baked Pesto Cod,4 oz,107,2.6g,0.4g,0.2g,19.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090105*4
south,12/1/2025,Lunch,Cheddar Cheesy Meatloaf,4 oz,240,17.1g,7.5g,17.4g,10.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050300*4
south,12/1/2025,Lunch,Leek Hash with Polenta and Feta Chese,4 oz,83,2.5g,1g,11.9g,3.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150914*4
south,12/1/2025,Lunch,Brown Butter Broccoli Red Onions,3 oz,70,3.9g,2.3g,7.3g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151119*3
south,12/1/2025,Lunch,Greek Salad,3 oz,32,2.3g,0.4g,2.4g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903335*3
south,12/1/2025,Lunch,Italian Herbed Lentils,3 oz,154,0.6g,0g,26g,11.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100300*3
south,12/1/2025,Lunch,Pesto Alfredo Sauce,1 oz,53,4.5g,2.6g,1.8g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135171*1
south,12/1/2025,Lunch,Roasted Beets & Peaches with Arugula,3 OZ,49,0.1g,0g,10g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151139*3
south,12/1/2025,Lunch,Roasted Carrots and Wilted Spinach,3 oz,45,1.3g,0.1g,8.4g,1.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150861*3
south,12/1/2025,Lunch,Roasted Zucchini and Red Pepper,3 oz,22,0.8g,0g,3.4g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150144*3
south,12/1/2025,Lunch,Rosemary Parmesan Mashed Potatoes,3 oz,225,5.5g,3.4g,36.5g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141136*3
south,12/1/2025,Lunch,Saffron Basmati Rice,3 oz,101,0.5g,0g,21.9g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145130*3
south,12/1/2025,Lunch,Semolina Pasta Cooked,4 oz,142,2.1g,0.1g,26.9g,4.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115199*4
south,12/1/2025,Lunch,Tomato Black Olive Spinach Farfalle Alfredo,4 oz,165,9g,4g,18g,4.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115182*4
south,12/1/2025,Lunch,Vegan Tomato Garlic Quinoa,3 oz,91,1.7g,0g,15.5g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100359*3
south,12/1/2025,Lunch,Whole Wheat Pasta (Cooked),4 oz,293,5.6g,0.3g,56.9g,11.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115200*4
